Wilayah;Kecamatan;Nama Faskes (Rumah Sakit dan Puskesmas);Jenis Penyakit;Januari;Februari;Maret;April;Mei;Juni;Juli;Agustus;September;Oktober;November
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit yang mengenai sistem syaraf;9;3;15;6;4;4;7;3;1;3;8
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit mata dan adnexa;68;294;182;80;50;75;53;60;64;45;57
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit telinga dan mastoid;34;62;89;27;39;32;35;33;22;48;38
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada sistem sirkulasi;31;997;86;13;25;28;26;30;20;30;18
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada sistem pernafasan;464;124;1.445;378;560;446;450;705;706;622;508
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada sistem pencernaan;329;22;842;250;429;325;411;448;442;474;439
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada kulit dan jaringan subcutaneous;104;4;277;65;99;123;118;111;99;119;138
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada sistem musculoskletal;183;89;541;134;171;155;157;158;140;167;190
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada sistem saluran kemih dan genital;30;18;65;15;24;24;21;28;23;33;43
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Kehamilan dan kelahiran;43;36;139;48;63;43;79;72;68;67;57
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Keadaan yang berasal dari periode perinatal;0;155;2;0;0;2;1;1;0;1;1
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Malformasi kongenital, deformasi dan kelainan chromosom;0;53;1;0;0;1;0;0;1;2;0
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;125;98;431;102;143;119;145;129;137;197;147
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Keracunan, cedera dan beberapa penyebab yang dari luar;47;561;127;32;38;36;50;70;51;64;57
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyebab morbiditas dan kematian eksternal;1;468;1;0;0;0;0;0;0;0;0
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;336;131;1.135;372;480;231;297;339;222;349;356
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit Infeksi dan parasit;137;204;365;120;131;79;102;122;97;96;152
Surabaya Barat;Sambikerep;Puskesmas Lontar;Neoplasma;21;36;58;4;13;9;11;9;8;8;9
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;8;2;12;2;1;1;1;5;3;6;7
Surabaya Barat;Sambikerep;Puskesmas Lontar;Endokrin, nutrisi dan gangguan metabolik;146;149;318;37;69;53;42;72;45;76;124
Surabaya Barat;Sambikerep;Puskesmas Lontar;Gangguan jiwa dan perilaku;19;41;64;4;12;8;14;12;6;12;7
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit yang mengenai sistem syaraf;37;425;71;13;9;9;7;12;16;5;12
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit mata dan adnexa;46;147;174;34;43;42;45;63;43;50;36
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit telinga dan mastoid;36;47;98;23;22;20;24;25;26;23;33
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada sistem sirkulasi;111;7;282;40;87;52;79;109;88;63;79
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada sistem pernafasan;451;156;1.244;331;338;276;253;550;573;449;374
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada sistem pencernaan;301;20;886;236;374;272;368;293;316;329;357
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada kulit dan jaringan subcutaneous;83;55;227;48;74;69;71;81;111;71;103
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada sistem musculoskletal;153;51;456;77;130;98;67;107;91;88;118
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada sistem saluran kemih dan genital;49;80;131;24;36;28;25;34;30;24;53
Surabaya Barat;Sambikerep;Puskesmas Lontar;Kehamilan dan kelahiran;4;222;17;5;4;7;11;3;5;3;3
Surabaya Barat;Sambikerep;Puskesmas Lontar;Keadaan yang berasal dari periode perinatal;3;615;7;3;0;4;2;3;5;9;8
Surabaya Barat;Sambikerep;Puskesmas Lontar;Malformasi kongenital, deformasi dan kelainan chromosom;4;564;8;2;1;2;3;3;0;3;1
Surabaya Barat;Sambikerep;Puskesmas Lontar;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;163;155;400;75;100;72;68;100;106;91;96
Surabaya Barat;Sambikerep;Puskesmas Lontar;Keracunan, cedera dan beberapa penyebab yang dari luar;26;250;67;16;18;17;19;20;30;21;36
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyebab morbiditas dan kematian eksternal;3;65;4;2;1;0;0;1;3;0;3
Surabaya Barat;Sambikerep;Puskesmas Lontar;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;412;8;1.231;222;442;343;445;347;354;483;346
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit Infeksi dan parasit;47;329;120;21;45;28;36;56;100;77;89
Surabaya Barat;Sambikerep;Puskesmas Made;Neoplasma;2;96;13;4;5;11;9;3;4;10;5
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;4;556;18;1;1;4;5;7;10;3;8
Surabaya Barat;Sambikerep;Puskesmas Made;Endokrin, nutrisi dan gangguan metabolik;75;81;208;39;91;72;47;62;64;90;80
Surabaya Barat;Sambikerep;Puskesmas Made;Gangguan jiwa dan perilaku;12;13;32;6;18;12;4;20;18;7;14
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit yang mengenai sistem syaraf;43;1;152;29;60;36;34;27;39;47;55
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit mata dan adnexa;43;53;150;31;52;37;45;71;60;48;64
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit telinga dan mastoid;18;26;62;12;27;18;16;23;19;36;40
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada sistem sirkulasi;42;8;148;28;40;51;34;40;38;44;44
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada sistem pernafasan;224;76;863;236;316;231;197;355;538;407;271
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada sistem pencernaan;315;27;1.012;245;353;253;281;305;293;351;318
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada kulit dan jaringan subcutaneous;52;100;179;43;76;50;45;46;63;69;80
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada sistem musculoskletal;118;586;327;74;119;78;73;57;90;134;90
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada sistem saluran kemih dan genital;27;81;65;18;17;20;14;30;25;37;44
Surabaya Barat;Sambikerep;Puskesmas Made;Kehamilan dan kelahiran;2;110;11;4;2;1;3;5;3;3;3
Surabaya Barat;Sambikerep;Puskesmas Made;Keadaan yang berasal dari periode perinatal;0;207;0;3;0;0;0;2;1;3;1
Surabaya Barat;Sambikerep;Puskesmas Made;Malformasi kongenital, deformasi dan kelainan chromosom;0;18;2;1;1;1;1;1;0;2;0
Surabaya Barat;Sambikerep;Puskesmas Made;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;36;3;92;32;29;26;27;32;53;93;66
Surabaya Barat;Sambikerep;Puskesmas Made;Keracunan, cedera dan beberapa penyebab yang dari luar;43;34;115;27;61;41;26;56;53;64;40
Surabaya Barat;Sambikerep;Puskesmas Made;Penyebab morbiditas dan kematian eksternal;0;9;3;3;0;2;1;0;0;1;4
Surabaya Barat;Sambikerep;Puskesmas Made;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;280;182;818;170;271;197;249;202;229;258;265
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit Infeksi dan parasit;161;128;467;112;118;118;117;176;202;173;169
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Neoplasma;10;18;27;2;10;9;8;9;9;8;6
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;4;8;13;6;2;1;3;5;6;7;3
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Endokrin, nutrisi dan gangguan metabolik;57;110;241;31;70;78;63;104;94;92;74
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Gangguan jiwa dan perilaku;36;13;68;13;9;19;13;16;21;12;24
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit yang mengenai sistem syaraf;28;8;110;18;24;20;27;40;52;61;43
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit mata dan adnexa;108;79;287;76;93;87;95;96;125;104;135
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit telinga dan mastoid;61;37;162;25;31;37;39;63;82;58;83
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada sistem sirkulasi;38;133;177;23;35;32;32;57;42;45;44
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada sistem pernafasan;441;456;1.318;230;343;349;365;732;673;500;466
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada sistem pencernaan;503;397;1.453;364;540;518;569;509;491;638;683
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada kulit dan jaringan subcutaneous;93;86;238;47;67;62;84;107;117;115;167
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada sistem musculoskletal;156;129;450;50;108;99;86;162;119;119;131
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada sistem saluran kemih dan genital;36;34;117;25;35;39;34;47;38;44;51
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Kehamilan dan kelahiran;25;4;47;9;16;15;23;23;4;14;7
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Keadaan yang berasal dari periode perinatal;8;105;20;4;10;6;6;8;5;3;5
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Malformasi kongenital, deformasi dan kelainan chromosom;2;48;3;1;1;3;2;1;2;2;5
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;159;125;402;69;110;102;103;165;190;179;251
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Keracunan, cedera dan beberapa penyebab yang dari luar;47;155;119;18;31;18;26;53;49;42;47
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyebab morbiditas dan kematian eksternal;1;32;2;0;0;1;2;0;1;7;6
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;488;2;1.315;247;485;476;357;649;547;510;541
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit Infeksi dan parasit;309;90;1.041;292;283;247;249;267;241;291;257
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Neoplasma;22;9;78;13;25;25;19;24;12;21;29
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;4;21;11;7;5;6;8;2;8;6;8
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Endokrin, nutrisi dan gangguan metabolik;140;65;401;96;97;140;133;108;112;118;121
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Gangguan jiwa dan perilaku;17;52;64;13;17;16;37;15;18;21;30
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit yang mengenai sistem syaraf;24;119;65;5;20;37;32;22;23;27;27
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit mata dan adnexa;95;442;305;89;133;123;136;109;120;128;108
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit telinga dan mastoid;58;433;234;55;70;53;55;51;61;68;80
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada sistem sirkulasi;109;124;343;93;94;118;129;98;82;88;112
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada sistem pernafasan;579;206;2.077;630;698;723;624;868;1.108;900;655
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada sistem pencernaan;797;33;2.480;515;837;579;738;611;672;745;744
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada kulit dan jaringan subcutaneous;161;3;510;114;188;119;157;143;134;166;190
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada sistem musculoskletal;330;108;1.086;230;274;283;248;226;246;272;259
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada sistem saluran kemih dan genital;57;68;181;40;63;62;74;60;56;93;76
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Kehamilan dan kelahiran;18;458;74;19;27;33;32;18;30;27;20
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Keadaan yang berasal dari periode perinatal;5;151;25;11;14;8;18;4;6;11;13
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Malformasi kongenital, deformasi dan kelainan chromosom;4;19;8;1;3;1;2;3;1;2;4
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;314;4;1.005;273;385;332;286;462;657;527;431
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Keracunan, cedera dan beberapa penyebab yang dari luar;75;110;222;50;84;48;62;41;63;54;64
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyebab morbiditas dan kematian eksternal;0;9;10;9;4;4;5;1;5;1;5
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;965;48;2.869;660;1.037;1.027;1.149;997;886;950;1.091
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit Infeksi dan parasit;161;107;428;105;174;134;175;198;161;178;153
Surabaya Timur;Sukolilo;Puskesmas Menur;Neoplasma;21;79;59;8;27;19;29;19;23;23;16
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2;150;8;1;3;5;1;4;4;4;3
Surabaya Timur;Sukolilo;Puskesmas Menur;Endokrin, nutrisi dan gangguan metabolik;91;626;294;54;122;74;113;194;127;141;140
Surabaya Timur;Sukolilo;Puskesmas Menur;Gangguan jiwa dan perilaku;14;250;54;9;15;23;16;24;19;21;13
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit yang mengenai sistem syaraf;26;129;90;16;24;34;46;33;50;61;73
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit mata dan adnexa;200;245;557;156;185;161;182;164;135;148;124
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit telinga dan mastoid;57;40;183;56;77;72;68;94;110;124;79
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada sistem sirkulasi;70;3;259;69;124;127;149;202;193;183;170
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada sistem pernafasan;509;146;1.679;478;580;537;592;958;836;753;556
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada sistem pencernaan;434;63;1.370;340;607;491;620;654;569;617;576
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada kulit dan jaringan subcutaneous;146;168;422;98;154;127;186;189;150;192;217
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada sistem musculoskletal;225;171;679;125;263;232;260;293;325;323;304
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada sistem saluran kemih dan genital;38;20;117;36;52;67;69;80;57;88;79
Surabaya Timur;Sukolilo;Puskesmas Menur;Kehamilan dan kelahiran;21;3;55;20;24;22;28;25;31;24;19
Surabaya Timur;Sukolilo;Puskesmas Menur;Keadaan yang berasal dari periode perinatal;3;306;16;4;1;5;5;1;4;0;4
Surabaya Timur;Sukolilo;Puskesmas Menur;Malformasi kongenital, deformasi dan kelainan chromosom;4;47;11;0;3;2;1;2;1;2;4
Surabaya Timur;Sukolilo;Puskesmas Menur;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;119;70;419;109;224;133;126;145;125;147;174
Surabaya Timur;Sukolilo;Puskesmas Menur;Keracunan, cedera dan beberapa penyebab yang dari luar;46;20;141;46;68;60;71;101;98;87;72
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyebab morbiditas dan kematian eksternal;0;50;2;5;3;1;4;1;3;3;2
Surabaya Timur;Sukolilo;Puskesmas Menur;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;633;247;1.557;382;549;426;491;412;319;493;597
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit Infeksi dan parasit;189;531;488;74;163;152;104;130;110;119;103
Surabaya Timur;Gubeng;Puskesmas Mojo;Neoplasma;24;474;124;27;39;32;37;29;35;42;30
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;12;84;27;3;6;5;7;7;5;3;10
Surabaya Timur;Gubeng;Puskesmas Mojo;Endokrin, nutrisi dan gangguan metabolik;154;197;509;85;142;107;130;130;77;107;118
Surabaya Timur;Gubeng;Puskesmas Mojo;Gangguan jiwa dan perilaku;27;55;82;13;30;15;20;23;18;24;18
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit yang mengenai sistem syaraf;72;5;199;38;55;58;68;73;50;43;46
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit mata dan adnexa;62;108;157;38;45;45;27;34;47;35;36
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit telinga dan mastoid;70;46;254;73;98;96;98;105;76;82;73
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada sistem sirkulasi;217;734;734;132;202;185;191;162;155;160;130
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada sistem pernafasan;689;219;1.998;614;626;597;678;1.053;904;827;509
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada sistem pencernaan;631;4;1.753;453;602;604;675;700;672;752;688
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada kulit dan jaringan subcutaneous;215;1;546;142;156;147;219;229;183;189;175
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada sistem musculoskletal;315;116;870;201;304;216;264;263;187;247;241
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada sistem saluran kemih dan genital;69;26;224;39;63;62;66;73;37;74;80
Surabaya Timur;Gubeng;Puskesmas Mojo;Kehamilan dan kelahiran;19;50;63;15;23;31;26;29;20;18;11
Surabaya Timur;Gubeng;Puskesmas Mojo;Keadaan yang berasal dari periode perinatal;4;83;10;4;4;5;2;2;7;3;1
Surabaya Timur;Gubeng;Puskesmas Mojo;Malformasi kongenital, deformasi dan kelainan chromosom;0;36;16;1;3;4;6;7;7;3;7
Surabaya Timur;Gubeng;Puskesmas Mojo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;345;79;943;176;273;238;256;288;286;251;227
Surabaya Timur;Gubeng;Puskesmas Mojo;Keracunan, cedera dan beberapa penyebab yang dari luar;88;624;260;75;102;88;102;102;74;80;70
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyebab morbiditas dan kematian eksternal;3;272;12;4;3;4;5;6;2;2;3
Surabaya Timur;Gubeng;Puskesmas Mojo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;664;162;1.690;398;699;580;726;568;541;686;1.365
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit Infeksi dan parasit;82;222;338;115;140;117;73;129;111;114;132
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Neoplasma;16;29;39;9;12;13;11;15;8;14;7
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;7;1;14;1;1;1;0;5;4;4;1
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Endokrin, nutrisi dan gangguan metabolik;67;73;177;32;86;61;58;41;48;28;29
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Gangguan jiwa dan perilaku;38;40;95;26;28;20;12;19;26;16;17
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit yang mengenai sistem syaraf;27;373;53;22;22;16;20;31;14;30;17
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit mata dan adnexa;76;169;228;50;64;58;77;76;47;60;57
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit telinga dan mastoid;37;11;95;31;42;31;23;38;35;50;45
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada sistem sirkulasi;110;4;332;80;144;118;113;56;67;51;39
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada sistem pernafasan;434;63;1.694;510;729;595;376;685;626;491;312
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada sistem pencernaan;79;14;272;70;111;113;77;124;113;124;142
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada kulit dan jaringan subcutaneous;134;20;401;124;226;138;116;100;70;83;94
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada sistem musculoskletal;198;77;725;168;358;319;238;140;134;166;153
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada sistem saluran kemih dan genital;24;53;67;20;38;30;24;23;29;29;33
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Kehamilan dan kelahiran;12;87;39;21;8;12;12;17;9;26;18
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Keadaan yang berasal dari periode perinatal;1;711;5;1;3;7;2;5;1;4;3
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Malformasi kongenital, deformasi dan kelainan chromosom;0;409;4;0;3;1;1;1;1;1;3
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;36;163;119;35;88;80;17;57;90;103;71
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Keracunan, cedera dan beberapa penyebab yang dari luar;16;184;55;7;20;21;10;26;24;27;32
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyebab morbiditas dan kematian eksternal;0;30;0;0;0;0;0;2;0;0;3
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;220;0;658;189;278;244;306;335;356;396;312
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit Infeksi dan parasit;114;149;362;84;132;142;130;108;125;148;93
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Neoplasma;14;47;51;12;12;9;8;18;12;11;9
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;3;130;23;3;4;5;10;5;5;9;11
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Endokrin, nutrisi dan gangguan metabolik;131;226;357;74;124;91;104;92;83;92;73
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Gangguan jiwa dan perilaku;10;26;41;13;7;5;16;4;5;10;4
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit yang mengenai sistem syaraf;9;17;43;6;6;6;16;15;10;6;5
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit mata dan adnexa;110;92;269;66;101;80;98;99;94;112;107
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit telinga dan mastoid;32;23;103;15;37;32;33;25;13;32;23
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada sistem sirkulasi;134;27;401;85;117;136;109;88;66;76;68
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada sistem pernafasan;375;133;1.307;391;445;475;413;401;354;413;333
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada sistem pencernaan;399;39;1.292;365;552;495;545;538;495;645;483
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada kulit dan jaringan subcutaneous;52;145;223;64;77;81;90;61;47;77;58
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada sistem musculoskletal;114;848;363;56;96;112;109;83;54;91;112
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada sistem saluran kemih dan genital;34;490;102;33;42;29;43;32;17;40;35
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Kehamilan dan kelahiran;15;183;33;3;20;17;16;6;14;10;16
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Keadaan yang berasal dari periode perinatal;5;392;25;1;5;7;5;3;3;6;7
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Malformasi kongenital, deformasi dan kelainan chromosom;3;42;9;1;5;3;1;1;3;2;0
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;112;4;344;95;140;130;110;121;106;154;104
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Keracunan, cedera dan beberapa penyebab yang dari luar;30;92;120;36;45;33;37;39;23;26;35
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyebab morbiditas dan kematian eksternal;0;41;3;2;2;0;1;0;3;1;3
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;150;602;355;71;159;151;151;119;103;117;125
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit Infeksi dan parasit;195;172;505;106;154;109;148;158;159;176;165
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Neoplasma;42;19;94;20;26;38;20;25;28;22;19
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;1;4;6;1;2;1;0;2;0;2;4
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Endokrin, nutrisi dan gangguan metabolik;119;177;319;58;95;72;78;99;90;106;107
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Gangguan jiwa dan perilaku;12;44;31;8;27;32;32;52;81;84;100
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit yang mengenai sistem syaraf;25;48;69;15;37;18;17;17;25;30;42
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit mata dan adnexa;80;91;214;63;38;49;37;54;48;66;41
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit telinga dan mastoid;48;101;160;39;61;33;41;52;47;69;68
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada sistem sirkulasi;136;253;405;95;144;100;105;93;103;91;100
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada sistem pernafasan;468;643;1.445;435;506;421;523;801;830;666;538
